OS,SP,ARCH,FILE,MINVER,FIXVER,DIR,BULLETIN,KB
6,1,x86,msshsq.dll,6.0.6001.18000,6.0.6001.18470,\system32,bulletin,979688
5.2,2,x86,Rpcrt4.dll,6.0.6001.18000,5.2.3790.4759,\system32,bulletin,kb
5.1,3,x86,Rpcrt4.dll,6.0.6001.18000,5.1.2600.6022,\system32,bulletin,kb
6.1,0,x86,Schannel.dll,6.1.7600.20000,6.1.7600.20785,\system32,bulletin,kb
6.1,0,x86,Schannel.dll,6.1.7600.16000,6.1.7600.16661,\system32,bulletin,kb
6,2,x86,Schannel.dll,6.0.6002.20000,6.0.6002.22463,\system32,bulletin,kb
6,2,x86,Schannel.dll,6.0.6002.18000,6.0.6002.18290,\system32,bulletin,kb
6,1,x86,Schannel.dll,6.0.6001.20000,6.0.6001.22739,\system32,bulletin,kb
6,1,x86,Schannel.dll,6.0.6001.18000,6.0.6001.18507,\system32,bulletin,kb
6.1,1,x86,Clusres.dll,6.1.7600.20000,6.1.7600.20777,\Cluster,bulletin,2294255
6.1,1,x86,Clusres.dll,6.1.7600.16000,6.1.7600.16652,\Cluster,bulletin,2294255
6.1,1,x86,Mso.dll,'14.0.0.0',14.0.5128.5000,\Cluster,bulletin,2289161
6.1,1,x86,Mso.dll,'14.0.0.0',14.0.5128.5000,\Cluster,bulletin,2289161
6.1,1,x86,Mso.dll,'12.0.0.0',12.0.6545.5004,\Cluster,bulletin,2289158
6.1,1,x86,Mso.dll,'12.0.0.0',12.0.6545.5004,\Cluster,bulletin,2289158
6.1,1,x86,Mso.dll,'11.0.0.0',11.0.8329.0,\Cluster,bulletin,2289187
6.1,1,x86,Mso.dll,'11.0.0.0',11.0.8329.0,\Cluster,bulletin,2289187
6.1,1,x86,Mso.dll,'11.0.0.0',10.0.6867.0,\Cluster,bulletin,2289169
6.1,1,x86,Mso.dll,'11.0.0.0',10.0.6867.0,\Cluster,bulletin,2289169
6.1,1,x86,Pp7x32.dll,'10.0.0.0',10.0.6867.0,Xlators,bulletin,2413272
6.1,1,x86,Whlfilter.dll,4.0.1101.0,4.0.1101.52,Xlators,bulletin,2433585
6.1,1,x86,Whlfilter.dll,4.0.1152.100,4.0.1152.150,Xlators,bulletin,2433584
6.1,1,x86,Whlfilter.dll,4.0.1269.200,4.0.1269.250,Xlators,bulletin,2418933
6.1,1,x86,Mshtml.dll,8.0.7600.20000,8.0.7600.20831,\system32,bulletin,kb
6.1,1,x86,Mshtml.dll,8.0.7600.16000,8.0.7600.16700,\system32,bulletin,kb
6,1,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23091,\system32,bulletin,kb
6,1,x86,Mshtml.dll,8.0.6001.18000,8.0.6001.18999,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22511,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.18000,7.0.6002.18332,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22784,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.18000,7.0.6001.18542,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18999,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.17093,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4795,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.18999,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.0.0,7.0.6000.17093,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.2900.0,6.0.2900.6049,\system32,bulletin,kb
6.1,3,x86,Atmfd.dll,6.0.2900.0,5.1.2.230,\System32,bulletin,kb
6,3,x86,Atmfd.dll,6.0.2900.0,5.1.2.230,\System32,bulletin,kb
5.2,2,x86,Atmfd.dll,6.0.2900.0,5.2.2.230,\System32,bulletin,kb
5.1,2,x86,Atmfd.dll,6.0.2900.0,5.1.2.230,\System32,bulletin,kb
6.1,0,x86,Schedsvc.dll,6.1.7600.20000,6.1.7600.20830,\system32,bulletin,kb
6.1,0,x86,Schedsvc.dll,6.1.7600.16000,6.1.7600.16699,\system32,bulletin,kb
6,2,x86,Schedsvc.dll,6.0.6002.20000,6.0.6002.22519,\system32,bulletin,kb
6,2,x86,Schedsvc.dll,6.0.6002.18000,6.0.6002.18342,\system32,bulletin,kb
6,1,x86,Schedsvc.dll,6.0.6001.22791,6.0.6001.22791,\system32,bulletin,kb
6,1,x86,Schedsvc.dll,6.0.6001.18000,6.0.6001.18551,\system32,bulletin,kb
6,1,x86,Moviemk.exe,2.6.0.0,2.6.4040.0,\system32,bulletin,kb
6.1,1,x86,Webio.dll,6.1.7600.20000,6.1.7600.20817,\System32,bulletin,kb
6.1,1,x86,Webio.dll,6.1.7600.16000,6.1.7600.16688,\System32,bulletin,kb
6.1,1,x86,Wab.exe,6.1.7600.20000,6.1.7600.20814,\System32,bulletin,kb
6.1,1,x86,Wab.exe,6.1.0.0,6.1.7600.16684,\System32,bulletin,kb
6,2,x86,Wab.exe,6.0.6002.22000,6.0.6002.22503,\System32,bulletin,kb
6,2,x86,Wab.exe,6.0.0.0,6.0.6002.18324,\System32,bulletin,kb
6,1,x86,Wab.exe,6.0.6001.22000,6.0.6001.22774,\System32,bulletin,kb
6,1,x86,Wab.exe,6.0.0.0,6.0.6001.18535,\System32,bulletin,kb
5.2,1,x86,Wab.exe,6.0.0.0,6.0.3790.4785,\System32,bulletin,kb
5.1,1,x86,Wab.exe,6.0.0.0,6.0.2900.6040,\System32,bulletin,kb
5.2,2,x86,Isign32.dll,6.0.0.0,6.0.3790.4799,\system32,bulletin,kb
5.1,3,x86,Isign32.dll,6.0.0.0,6.0.2900.6052,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7600.20000,6.1.7600.20821,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7600.16000,6.1.7600.16691,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.20000,6.0.6002.22506,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.18000,6.0.6002.18328,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.20000,6.0.6001.22778,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.18000,6.0.6001.18539,\system32,bulletin,kb
5.2,2,x86,Win32k.sys,6.0.6001.18000,5.2.3790.4788,\system32,bulletin,kb
5.1,3,x86,Win32k.sys,6.0.6001.18000,5.1.2600.6046,\system32,bulletin,kb
5.2,2,x86,Ndproxy.sys,6.0.6001.18000,5.2.3790.4795,\System32\drivers,bulletin,kb
5.1,3,x86,Ndproxy.sys,6.0.6001.18000,5.1.2600.6048,\System32\drivers,bulletin,kb
6.1,3,x64,Consent.exe,6.1.7600.20000,6.1.7600.20818,\SysWOW64,bulletin,kb
6.1,3,x64,Consent.exe,6.1.0.0,6.1.7600.16688,\SysWOW64,bulletin,kb
6.1,3,x64,Consent.exe,6.1.7600.20000,6.1.7600.20818,\System32,bulletin,kb
6.1,3,x64,Consent.exe,6.1.0.0,6.1.7600.16688,\System32,bulletin,kb
6,2,x64,Consent.exe,6.0.6002.22000,6.0.6002.22506,\SysWOW64,bulletin,kb
6,2,x64,Consent.exe,6.0.0.0,6.0.6002.18328,\SysWOW64,bulletin,kb
6,1,x64,Consent.exe,6.0.6001.22000,6.0.6001.22778,\SysWOW64,bulletin,kb
6,1,x64,Consent.exe,6.0.0.0,6.0.6001.18539,\SysWOW64,bulletin,kb
6,2,x64,Consent.exe,6.0.6002.22000,6.0.6002.22506,\System32,bulletin,kb
6,2,x64,Consent.exe,6.0.0.0,6.0.6002.18328,\System32,bulletin,kb
6,1,x64,Consent.exe,6.0.6001.22000,6.0.6001.22778,\System32,bulletin,kb
6,1,x64,Consent.exe,6.0.0.0,6.0.6001.18539,\System32,bulletin,kb
6.1,0,x64,Netlogon.dll,6.1.7600.20000,6.1.7600.20787,\system32,bulletin,kb
6.1,0,x64,Netlogon.dll,6.1.7600.16000,6.1.7600.16661,\system32,bulletin,kb
6,2,x64,Netlogon.dll,6.0.6002.20000,6.0.6002.22496,\system32,bulletin,kb
6,2,x64,Netlogon.dll,6.0.6002.18000,6.0.6002.18316,\system32,bulletin,kb
6,1,x64,Netlogon.dll,6.0.6001.20000,6.0.6001.22769,\system32,bulletin,kb
6,1,x64,Netlogon.dll,6.0.6001.18000,6.0.6001.18529,\system32,bulletin,kb
5.2,2,x64,Netlogon.dll,6.0.6001.18000,5.2.3790.4760,\system32,bulletin,kb
6.1,0,x64,Vmbus.sys,6.0.6001.18000,6.1.7600.16701,\system32\drivers,bulletin,kb
6.1,0,x64,Vmbus.sys,6.1.7600.20000,6.1.7600.20834,\system32\drivers,bulletin,kb
6,1,x64,Vmbus.sys,6.1.7600.20000,6.0.6001.18538,\system32\drivers,bulletin,kb
6,1,x64,Vmbus.sys,6.0.6001.22000,6.0.6001.22777,\system32\drivers,bulletin,kb
6,2,x64,Vmbus.sys,6.0.6001.22000,6.0.6002.18327,\system32\drivers,bulletin,kb
6,2,x64,Vmbus.sys,6.0.6002.22000,6.0.6002.22505,\system32\drivers,bulletin,kb
6,2,x64,Msconv97.dll,2010.0.0.0,2010.1400.5114.5004,\system32\drivers,bulletin,'2289078'
6,2,x64,Msconv97.dll,2006.0.0.0,2006.1200.6539.5004,\system32\drivers,bulletin,'2289078'
6,2,x64,Png32.flt,2003.0.0.0,2003.1100.8329.0,\system32\drivers,bulletin,'2289162'
6,2,x64,Png32.flt,2003.0.0.0,2003.1100.8329.0,\system32\drivers,bulletin,'2289163'
6,2,x64,Png32.flt,2003.0.0.0,2003.1100.8329.0,\system32\drivers,bulletin,'2456849'
6,2,x64,Microsoft.exchange.rpc.dll,8.0.0.0,8.2.253.0,\system32\drivers,bulletin,2407132
6,2,x64,sdclt.exe,6.0.6002.22000,6.0.6002.22547,\system32,bulletin,2478935
6,2,x64,sdclt.exe,6.0.6002.18000,6.0.6002.18353,\system32,bulletin,2478935
6,2,x64,sdclt.exe,6.0.6001.22000,6.0.6001.22812,\system32,bulletin,2478935
6,2,x64,sdclt.exe,6.0.6001.18000,6.0.6001.18561,\system32,bulletin,2478935
6.1,2,x64,Msado15.dll,6.1.7600.20000,6.1.7600.20818,\system32,bulletin,2419640
6.1,2,x64,Msado15.dll,6.1.0.0,6.1.7600.16688,\system32,bulletin,2419640
6,2,x64,Msado15.dll,6.0.6002.22000,6.0.6002.22555,\system32,bulletin,2419640
6,2,x64,Msado15.dll,6.0.0.0,6.0.6002.18362,\system32,bulletin,2419640
6,1,x64,Msado15.dll,6.0.6001.22000,6.0.6001.22821,\system32,bulletin,2419640
6,1,x64,Msado15.dll,6.0.0.0,6.0.6001.18570,\system32,bulletin,2419640
5.2,2,x64,Msado15.dll,6.0.0.0,2.82.4795.0,\system32,bulletin,2419635
5.1,3,x86,Msado15.dll,6.0.0.0,2.81.3012.0,\system32,bulletin,2419632
6.1,1,x86,Mshtml.dll,8.0.7601.20000,8.0.7601.21636,\system32,bulletin,2482017
6.1,1,x86,Mshtml.dll,8.0.7601.17000,8.0.7601.17537,\system32,bulletin,2482017
6.1,0,x86,Mshtml.dll,8.0.7600.20000,8.0.7600.20861,\system32,bulletin,2482017
6.1,0,x86,Mshtml.dll,8.0.7600.16000,8.0.7600.16722,\system32,bulletin,2482017
6,0,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23111,\system32,bulletin,2482017
6,0,x86,Mshtml.dll,8.0.6001.18000,8.0.6001.19019,\system32,bulletin,2482017
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22551,\system32,bulletin,2482017
6,2,x86,Mshtml.dll,7.0.6002.18000,7.0.6002.18357,\system32,bulletin,2482017
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22816,\system32,bulletin,2482017
6,1,x86,Mshtml.dll,7.0.6001.18000,7.0.6001.18565,\system32,bulletin,2482017
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.19019,\system32,bulletin,2482017
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.17095,\system32,bulletin,2482017
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4807,\system32,bulletin,2482017
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.19019,\system32,bulletin,2482017
5.1,3,x86,Mshtml.dll,7.0.0.0,7.0.6000.17095,\system32,bulletin,2482017
5.1,3,x86,Mshtml.dll,6.0.2900.0,6.0.2900.6058,\system32,bulletin,2482017
6.1,1,x86,ftpsvc.dll,7.5.7600.21000,7.5.7601.21649,\system32\inetsrv,bulletin,kb
6.1,1,x86,ftpsvc.dll,7.5.7601.0,7.5.7601.17550,\system32\inetsrv,bulletin,kb
6.1,0,x86,ftpsvc.dll,7.5.7600.20000,7.5.7600.20888,\system32\inetsrv,bulletin,kb
6.1,0,x86,ftpsvc.dll,7.5.0.0,7.5.7600.16748,\system32\inetsrv,bulletin,kb
6,0,x86,ftpsvc.dll,7.5.0.0,7.5.7600.14978,\system32\inetsrv,bulletin,kb
6,0,x86,ftpsvc.dll,7.0.0.0,7.0.6545.14979,\system32\inetsrv,bulletin,kb
5.2,2,x86,ntdsa.dll,7.0.0.0,5.2.3790.4808,\system32,bulletin,kb
6,2,x86,Shell32.dll,6.0.6002.20000,6.0.6002.22574,\system32,bulletin,kb
6,2,x86,Shell32.dll,6.0.6002.18000,6.0.6002.18393,\system32,bulletin,kb
6,1,x86,Shell32.dll,6.0.6001.20000,6.0.6001.22839,\system32,bulletin,kb
6,1,x86,Shell32.dll,6.0.6001.18000,6.0.6001.18588,\system32,bulletin,kb
5.2,2,x86,Shell32.dll,6.0.6001.18000,6.0.3790.4822,\system32,bulletin,kb
5.1,3,x86,Shell32.dll,6.0.6001.18000,6.0.2900.6072,\system32,bulletin,kb
6.1,3,x86,Atmfd.dll,6.0.6001.18000,5.1.2.232,\system32,bulletin,kb
6,3,x86,Atmfd.dll,6.0.6001.18000,5.1.2.231,\system32,bulletin,kb
5.2,2,x86,Atmfd.dll,6.0.6001.18000,5.2.2.231,\system32,bulletin,kb
5.1,2,x86,Atmfd.dll,6.0.6001.18000,5.1.2.231,\system32,bulletin,kb
5.1,2,x86,Ormelems.dll,6.0.6001.18000,12.0.6548.5001,\system32,bulletin,2434737
5.1,2,x86,Visio11\DLL\Ormelems.dll,6.0.6001.18000,11.0.8321.0,\system32,bulletin,2434733
5.1,2,x86,Ormelems.dll,6.0.6001.18000,10.0.6890.4,\system32,bulletin,2434711
6.1,2,x86,Jscript.dll,5.8.7601.21000,5.8.7601.21634,\system32,bulletin,kb
6.1,2,x86,Jscript.dll,5.8.7601.17000,5.8.7601.17535,\system32,bulletin,kb
6.1,2,x86,Jscript.dll,5.8.7600.20000,5.8.7600.20873,\system32,bulletin,kb
6.1,2,x86,Jscript.dll,5.8.7600.16000,5.8.7600.16732,\system32,bulletin,kb
6.1,2,x86,Vbscript.dll,5.8.7601.21000,5.8.7601.21634,\system32,bulletin,kb
6.1,2,x86,Vbscript.dll,5.8.7601.17000,5.8.7601.17535,\system32,bulletin,kb
6.1,2,x86,Vbscript.dll,5.8.7600.20000,5.8.7600.20873,\system32,bulletin,kb
6.1,2,x86,Vbscript.dll,5.8.7600.16000,5.8.7600.16732,\system32,bulletin,kb
5.2,2,x86,Csrsrv.dll,5.8.7600.16000,5.2.3790.4803,\system32,bulletin,kb
5.1,3,x86,Csrsrv.dll,5.8.7600.16000,5.1.2600.6055,\system32,bulletin,kb
6.1,0,x86,Ntoskrnl.exe,6.1.7600.20000,6.1.7600.20826,\system32,bulletin,kb
6.1,0,x86,Ntoskrnl.exe,6.1.7600.16000,6.1.7600.16695,\system32,bulletin,kb
6,2,x86,Ntoskrnl.exe,6.0.6002.22000,6.0.6002.22505,\system32,bulletin,kb
6,2,x86,Ntoskrnl.exe,6.0.6002.18000,6.0.6002.18327,\system32,bulletin,kb
6,1,x86,Ntoskrnl.exe,6.0.6001.22000,6.0.6001.22777,\system32,bulletin,kb
6,1,x86,Ntoskrnl.exe,6.0.6001.18000,6.0.6001.18538,\system32,bulletin,kb
5.2,2,x86,Ntoskrnl.exe,5.2.0.0,5.2.3790.4789,\system32,bulletin,kb
5.1,3,x86,Ntoskrnl.exe,5.1.0.0,5.1.2600.6055,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7601.20000,6.1.7601.21634,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7600.20000,6.1.7600.20873,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7601.16000,6.1.7601.17535,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7600.16000,6.1.7600.16732,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.22000,6.0.6002.22560,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.18000,6.0.6002.18365,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.22000,6.0.6001.22824,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.18000,6.0.6001.18573,\system32,bulletin,kb
5.2,2,x86,Win32k.sys,6.0.6001.18000,5.2.3790.4813,\system32,bulletin,kb
5.1,3,x86,Win32k.sys,6.0.6001.18000,5.1.2600.6064,\system32,bulletin,kb
6.1,3,x86,Kerberos.dll,6.1.7601.20000,6.1.7601.21624,\system32,bulletin,2425227
6.1,3,x86,Kerberos.dll,6.1.7600.20000,6.1.7600.20861,\system32,bulletin,2425227
6.1,3,x86,Kerberos.dll,6.1.7601.0,6.1.7601.17527,\system32,bulletin,2425227
6.1,3,x86,Kerberos.dll,6.1.7600.0,6.1.7600.16722,\system32,bulletin,2425227
5.2,2,x86,Kerberos.dll,6.1.7600.0,5.2.3790.4806,\system32,bulletin,2478971
5.1,3,x86,Kerberos.dll,6.1.7600.0,5.1.2600.6059,\system32,bulletin,2478971
5.2,2,x86,Lsasrv.dll,6.1.7600.0,5.2.3790.4806,\system32,bulletin,kb
5.1,3,x86,Lsasrv.dll,6.1.7600.0,5.1.2600.6058,\system32,bulletin,kb
6,3,x86,Sbe.dll,6.6.1000.0,6.6.1000.18309,\system32,MS11-015,2494132
6.1,1,x86,mpg2splt.ax,6.1.7600.21000,6.6.7601.21626,\system32,MS11-015,2479943
6.1,1,x86,mpg2splt.ax,6.1.7600.17000,6.6.7601.17528,\system32,MS11-015,2479943
6.1,0,x86,mpg2splt.ax,6.6.7600.20000,6.6.7600.20865,\system32,MS11-015,2479943
6.1,0,x86,mpg2splt.ax,6.6.7600.16000,6.6.7600.16724,\system32,MS11-015,2479943
6,0,x86,Sbe.dll,6.6.6002.22000,6.6.6002.22558,\system32,MS11-015,2479943
6,0,x86,Sbe.dll,6.6.6002.18000,6.6.6002.18363,\system32,MS11-015,2479943
6,0,x86,Sbe.dll,6.6.6001.22000,6.6.6001.22822,\system32,MS11-015,2479943
6,0,x86,Sbe.dll,6.6.6001.18000,6.6.6001.18571,\system32,MS11-015,2479943
5.2,0,x64,Sbe.dll,6.6.6001.18000,6.5.3790.4826,\SysWOW64,MS11-015,2479943
5.1,3,x86,Sbe.dll,6.6.6001.18000,6.5.2600.6076,\system32,MS11-015,2479943
6.1,3,x86,Mstscax.dll,6.1.7600.20000,6.1.7600.20861,\system32,bulletin,2483614
6.1,3,x86,Mstscax.dll,6.1.7600.16000,6.1.7600.16722,\system32,bulletin,2483614
6,3,x86,Mstscax.dll,6.1.7600.20000,6.1.7600.20861,\system32,bulletin,2483614
6,3,x86,Mstscax.dll,6.1.7600.16000,6.1.7600.16722,\system32,bulletin,2483614
5.1,3,x86,Mstscax.dll,6.1.7600.20000,6.1.7600.20861,\system32,bulletin,2483614
5.1,3,x86,Mstscax.dll,6.1.7600.16000,6.1.7600.16722,\system32,bulletin,2483614
6,2,x86,Mstscax.dll,6.0.6002.22000,6.0.6002.22550,\system32,bulletin,2481109
6,2,x86,Mstscax.dll,6.0.6002.18000,6.0.6002.18356,\system32,bulletin,2481109
6,1,x86,Mstscax.dll,6.0.6001.22000,6.0.6001.22815,\system32,bulletin,2481109
6,1,x86,Mstscax.dll,6.0.6001.18000,6.0.6001.18564,\system32,bulletin,2481109
5.2,1,x86,Mstscax.dll,6.0.6001.22000,6.0.6001.22815,\system32,bulletin,2481109
5.2,1,x86,Mstscax.dll,6.0.6000.0,6.0.6001.18564,\system32,bulletin,2481109
5.1,1,x86,Mstscax.dll,6.0.6001.22000,6.0.6001.22840,\system32,bulletin,2481109
5.1,1,x86,Mstscax.dll,6.0.6001.18000,6.0.6001.18589,\system32,bulletin,2481109
5.1,1,x86,2k3Mstscax.dll,5.2.0.0,5.2.3790.4807,\system32,bulletin,2483618
6.1,1,x86,Mshtml.dll,8.0.7601.20000,8.0.7601.21676,\system32,bulletin,kb
6.1,1,x86,Mshtml.dll,8.0.7601.17000,8.0.7601.17573,\system32,bulletin,kb
6.1,0,x86,Mshtml.dll,8.0.7600.20000,8.0.7600.20908,\system32,bulletin,kb
6.1,0,x86,Mshtml.dll,8.0.7600.16000,8.0.7600.16766,\system32,bulletin,kb
6,0,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23143,\system32,bulletin,kb
6,0,x86,Mshtml.dll,8.0.6001.18000,8.0.6001.19048,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22592,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.18000,7.0.6002.18407,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22857,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.18000,7.0.6001.18602,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23141,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.19046,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21299,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.17097,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4835,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23141,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.19046,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21299,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.0.0,7.0.6000.17097,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.2900.0,6.0.2900.6082,\system32,bulletin,kb
6.1,1,x86,Mrxsmb.sys,6.1.7601.20000,6.1.7601.21666,\system32\drivers,bulletin,kb
6.1,1,x86,Mrxsmb.sys,6.1.7601.16000,6.1.7601.17565,\system32\drivers,bulletin,kb
6.1,1,x86,Mrxsmb.sys,6.1.7600.20000,6.1.7600.20907,\system32\drivers,bulletin,kb
6.1,1,x86,Mrxsmb.sys,6.1.7600.16000,6.1.7600.16765,\system32\drivers,bulletin,kb
6,2,x64,Mrxsmb.sys,6.0.6002.22000,6.0.6002.22592,\System32\drivers,bulletin,kb
6,2,x64,Mrxsmb.sys,6.0.6002.18000,6.0.6002.18407,\System32\drivers,bulletin,kb
6,1,x64,Mrxsmb.sys,6.0.6001.22000,6.0.6001.22857,\System32\drivers,bulletin,kb
6,1,x64,Mrxsmb.sys,6.0.6001.18000,6.0.6001.18602,\System32\drivers,bulletin,kb
6,2,x86,Mrxsmb.sys,6.0.6002.22000,6.0.6002.22594,\System32\drivers,bulletin,kb
6,2,x86,Mrxsmb.sys,6.0.6002.18000,6.0.6002.18409,\System32\drivers,bulletin,kb
6,1,x86,Mrxsmb.sys,6.0.6001.22000,6.0.6001.22859,\System32\drivers,bulletin,kb
6,1,x86,Mrxsmb.sys,6.0.6001.18000,6.0.6001.18604,\System32\drivers,bulletin,kb
5.2,2,x86,Mrxsmb.sys,6.0.6001.18000,5.2.3790.4833,\system32\drivers,bulletin,kb
5.1,3,x86,Mrxsmb.sys,6.0.6001.18000,5.1.2600.6082,\system32\drivers,bulletin,kb
6.1,0,x86,Srv.sys,6.1.7600.20000,6.1.7600.20907,\system32\drivers,bulletin,kb
6.1,0,x86,Srv.sys,6.1.7600.20000,6.1.7600.16765,\system32\drivers,bulletin,kb
6.1,1,x86,Srv.sys,6.1.7600.20000,6.1.7601.21666,\system32\drivers,bulletin,kb
6.1,1,x86,Srv.sys,6.1.7600.20000,6.1.7601.17565,\system32\drivers,bulletin,kb
6,2,x86,Srv.sys,6.0.6002.20000,6.0.6002.22592,\system32\drivers,bulletin,kb
6,2,x86,Srv.sys,6.0.6002.20000,6.0.6002.18407,\system32\drivers,bulletin,kb
6,1,x86,Srv.sys,6.0.6001.20000,6.0.6001.22857,\system32\drivers,bulletin,kb
6,1,x86,Srv.sys,6.0.6001.20000,6.0.6001.18602,\system32\drivers,bulletin,kb
5.2,2,x86,Srv.sys,6.0.6001.20000,5.2.3790.4832,\system32\drivers,bulletin,kb
5.1,3,x86,Srv.sys,6.0.6001.20000,5.1.2600.6082,\system32\drivers,bulletin,kb
5.1,3,x86,msoserver.dll,14.0.0.0,14.0.5136.5002,\system32\drivers,bulletin,kb
5.1,3,x86,ppcore.dll,14.0.0.0,14.0.5136.5003,\system32\drivers,bulletin,kb
5.1,3,x86,ppcore.dll,12.0.0.0,12.0.6550.5000,\system32\drivers,bulletin,kb
5.1,3,x86,ppcnv.dll,12.0.0.0,12.0.6550.5000,\system32\drivers,bulletin,kb
5.1,3,x86,Mso.dll,'12.0.0.0',12.0.6554.5001,\system32\drivers,bulletin,2509488
5.1,3,x86,Mso.dll,'12.0.0.0',12.0.6554.5001,\system32\drivers,bulletin,2509488
5.1,3,x86,Mso.dll,'11.0.0.0',11.0.8333.0,\system32\drivers,bulletin,2509503
5.1,3,x86,Mso.dll,'11.0.0.0',11.0.8333.0,\system32\drivers,bulletin,2509503
5.1,3,x86,Mso.dll,'11.0.0.0',10.0.6870.0,\system32\drivers,bulletin,2509461
5.1,3,x86,Mso.dll,'11.0.0.0',10.0.6870.0,\system32\drivers,bulletin,2509461
6.1,1,x86,Fxscover.exe,6.1.7600.21000,6.1.7601.21659,\system32,bulletin,2491683
6.1,1,x86,Fxscover.exe,6.1.7600.17000,6.1.7601.17559,\system32,bulletin,2491683
6.1,0,x86,Fxscover.exe,6.1.7600.20000,6.1.7600.20900,\system32,bulletin,2491683
6.1,0,x86,Fxscover.exe,6.1.7600.16000,6.1.7600.16759,\system32,bulletin,2491683
6.1,0,x86,Mfc42.dll,6.1.7600.16000,6.6.8064.0,\system32,bulletin,2506212
6,2,x86,Fxscover.exe,6.0.6002.22000,6.0.6002.22586,\system32,bulletin,2491683
6,2,x86,Fxscover.exe,6.0.6002.18000,6.0.6002.18403,\system32,bulletin,2491683
6,1,x86,Fxscover.exe,6.0.6001.22000,6.0.6001.22852,\system32,bulletin,2491683
6,1,x86,Fxscover.exe,6.0.6001.18000,6.0.6001.18597,\system32,bulletin,2491683
6,1,x86,Mfc42.dll,6.0.6001.18000,6.6.8064.0,\system32,bulletin,2506212
5.2,2,x86,Fxscover.exe,6.0.6001.18000,5.2.3790.4829,\system32,bulletin,2491683
5.2,2,x64,Mfc42.dll,6.0.6001.18000,6.5.9151.0,\system32,bulletin,2506212
5.2,2,x86,Mfc42.dll,6.0.6001.18000,6.6.8064.0,\system32,bulletin,2506212
5.1,3,x86,Fxscover.exe,6.0.6001.18000,5.2.2600.6078,\system32,bulletin,2491683
