OS,SP,ARCH,FILE,MINVER,FIXVER,DIR,BULLETIN,KB
5.1,0,x86,Hlink.dll,9.0.0.0,5.2.3790.225,\system32,,
5,0,x86,Hlink.dll,9.0.0.0,5.2.3790.227,\system32,,
5.2,0,x86,Shell32.dll,9.0.0.0,6.0.3790.280,\system32,,
5.1,1,x86,Shell32.dll,9.0.0.0,6.0.2800.1643,\system32,,
5.1,2,x86,Shell32.dll,9.0.0.0,6.0.2900.2620,\system32,,
5,2,x86,Shell32.dll,9.0.0.0,5.0.3900.7032,\system32,,
5.1,1,x86,Mqqm.dll,9.0.0.0,5.1.0.1044,\system32,,
5,1,x86,Mqqm.dll,9.0.0.0,5.0.0.798,\system32,,
5.2,0,x86,Authz.dll,9.0.0.0,5.2.3790.274,\system32,,
5.1,1,x86,Authz.dll,9.0.0.0,5.1.2600.1634,\system32,,
5.1,2,x86,Authz.dll,9.0.0.0,5.1.2600.2622,\system32,,
5,2,x86,Authz.dll,9.0.0.0,5.0.2195.7028,\system32,,
5.2,0,x86,Tcpip.sys,9.0.0.0,5.2.3790.336,\system32\drivers,,
5.1,1,x86,Tcpip.sys,9.0.0.0,5.1.2600.1693,\system32\drivers,,
5.1,2,x86,Tcpip.sys,9.0.0.0,5.1.2600.2685,\system32\drivers,,
5,2,x86,Tcpip.sys,9.0.0.0,5.0.2195.7049,\system32\drivers,,
5,2,x86,Webvw.dll,9.0.0.0,5.0.3900.7036,\system32,,
5.2,0,x86,Mshtml.dll,9.0.0.0,6.0.3790.327,\system32,,
5.2,1,x86,Mshtml.dll,9.0.0.0,6.0.3790.2440,\system32,,
5.1,1,x86,Mshtml.dll,9.0.0.0,6.0.2800.1505,\system32,,
5.1,2,x86,Mshtml.dll,9.0.0.0,6.0.2900.2668,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1505,\system32,,
5,3,x86,Mshtml.dll,6.0.0.0,5.0.3541.2700,\system32,,
5,4,x86,Mshtml.dll,6.0.0.0,5.0.3828.2700,\system32,,
5,5,x86,Mshtml.dll,6.0.0.0,5.0.3828.2700,\system32,,
5.2,0,x86,Hhctrl.ocx,6.0.0.0,5.2.3790.315,\system32,,
5.2,1,x86,Hhctrl.ocx,6.0.0.0,5.2.3790.2427,\system32,,
5.1,1,x86,Hhctrl.ocx,6.0.0.0,5.2.3790.315,\system32,,
5.1,2,x86,Hhctrl.ocx,6.0.0.0,5.2.3790.2453,\system32,,
5,2,x86,Hhctrl.ocx,6.0.0.0,5.2.3790.309,\system32,,
5.2,0,x86,Srv.sys,6.0.0.0,5.2.3790.324,\system32\drivers,,
5.2,1,x86,Srv.sys,6.0.0.0,5.2.3790.2437,\system32\drivers,,
5.1,1,x86,Srv.sys,6.0.0.0,5.1.2600.1683,\system32\drivers,,
5.1,2,x86,Srv.sys,6.0.0.0,5.1.2600.2673,\system32\drivers,,
5,2,x86,Srv.sys,6.0.0.0,5.0.2195.7044,\system32\drivers,,
5.2,0,x86,Webclnt.dll,6.0.0.0,5.2.3790.316,\system32,,
5.1,1,x86,Webclnt.dll,6.0.0.0,5.1.2600.1673,\system32,,
5.2,0,x86,Agentdpv.dll,6.0.0.0,2.0.0.3423,\msagent,,
5.2,1,x86,Agentdpv.dll,6.0.0.0,5.2.3790.1241,\msagent,,
5.1,1,x86,Agentdpv.dll,6.0.0.0,2.0.0.3423,\msagent,,
5.1,2,x86,Agentdpv.dll,6.0.0.0,2.0.0.3423,\msagent,,
5,2,x86,Agentdpv.dll,6.0.0.0,2.0.0.3423,\msagent,,
5.2,0,x86,telnet.exe,6.0.0.0,5.2.3790.329,\system32,,
5.2,1,x86,telnet.exe,6.0.0.0,5.2.3790.2442,\system32,,
5.1,1,x86,telnet.exe,6.0.0.0,5.1.2600.1684,\system32,,
5.1,2,x86,telnet.exe,6.0.0.0,5.1.2600.2674,\system32,,
5.2,0,x86,Mscms.dll,6.0.0.0,5.2.3790.359,\system32,,
5.2,1,x86,Mscms.dll,6.0.0.0,5.2.3790.2476,\system32,,
5.1,1,x86,Mscms.dll,6.0.0.0,5.1.2600.1710,\system32,,
5.1,2,x86,Mscms.dll,6.0.0.0,5.1.2600.2709,\system32,,
5,2,x86,Mscms.dll,6.0.0.0,5.0.2195.7054,\system32,,
5.2,0,x86,Mshtml.dll,6.0.0.0,6.0.3790.373,\system32,,
5.2,1,x86,Mshtml.dll,6.0.0.0,6.0.3790.2491,\system32,,
5.1,1,x86,Mshtml.dll,6.0.0.0,6.0.2800.1515,\system32,,
5.1,2,x86,Mshtml.dll,6.0.0.0,6.0.2900.2722,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1515,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3831.1800,\system32,,
5.2,0,x86,umpnpmgr.dll,6.0.0.0,5.2.3790.360,\system32,,
5.2,1,x86,umpnpmgr.dll,6.0.0.0,5.2.3790.2477,\system32,,
5.1,1,x86,umpnpmgr.dll,6.0.0.0,5.1.2600.1711,\system32,,
5.1,2,x86,umpnpmgr.dll,6.0.0.0,5.1.2600.2710,\system32,,
5,4,x86,umpnpmgr.dll,6.0.0.0,5.0.2195.7057,\system32,,
5.2,0,x86,Tapisrv.dll,6.0.0.0,5.2.3790.366,\system32,,
5.2,1,x86,Tapisrv.dll,6.0.0.0,5.2.3790.2483,\system32,,
5.1,1,x86,Tapisrv.dll,6.0.0.0,5.1.2600.1715,\system32,,
5.1,2,x86,Tapisrv.dll,6.0.0.0,5.1.2600.2716,\system32,,
5,4,x86,Tapisrv.dll,6.0.0.0,5.0.2195.7057,\system32,,
5.2,0,x86,Rdpwd.sys,6.0.0.0,5.2.3790.348,\system32\drivers,,
5.2,1,x86,Rdpwd.sys,6.0.0.0,5.2.3790.2465,\system32\drivers,,
5.1,1,x86,Rdpwd.sys,6.0.0.0,5.1.2600.1698,\system32\drivers,,
5.1,2,x86,Rdpwd.sys,6.0.0.0,5.1.2600.2695,\system32\drivers,,
5,4,x86,Rdpwd.sys,6.0.0.0,5.0.2195.7055,\system32\drivers,,
5.2,0,x86,kerberos.dll,6.0.0.0,5.2.3790.347,\system32,,
5.2,1,x86,kerberos.dll,6.0.0.0,5.2.3790.2464,\system32,,
5.1,1,x86,kerberos.dll,6.0.0.0,5.1.2600.1701,\system32,,
5.1,2,x86,kerberos.dll,6.0.0.0,5.1.2600.2698,\system32,,
5,4,x86,kerberos.dll,6.0.0.0,5.0.2195.7053,\system32,,
5.2,0,x86,Spoolsv.exe,6.0.0.0,5.2.3790.346,\system32,,
5.1,1,x86,Spoolsv.exe,6.0.0.0,5.1.2600.1699,\system32,,
5.1,2,x86,Spoolsv.exe,6.0.0.0,5.1.2600.2696,\system32,,
5,4,x86,Spoolsv.exe,6.0.0.0,5.0.2195.7054,\system32,,
5.2,0,x86,msieftp.dll,6.0.0.0,6.0.3790.383,\system32,,
5.1,1,x86,msieftp.dll,6.0.0.0,6.0.2800.1724,\system32,,
5,1,x86,msieftp.dll,5.50.0.0,5.50.4956.500,\system32,,
5.2,0,x86,netman.dll,5.50.0.0,5.2.3790.396,\system32,,
5.2,1,x86,netman.dll,5.50.0.0,5.2.3790.2516,\system32,,
5.1,1,x86,netman.dll,5.50.0.0,5.1.2600.1733,\system32,,
5.1,2,x86,netman.dll,5.50.0.0,5.1.2600.2743,\system32,,
5,2,x86,netman.dll,5.50.0.0,5.0.2195.7061,\system32,,
5.2,0,x86,nwwks.dll,5.50.0.0,5.2.3790.386,\system32,,
5.2,1,x86,nwwks.dll,5.50.0.0,5.2.3790.2506,\system32,,
5.1,1,x86,nwwks.dll,5.50.0.0,5.1.2600.1727,\system32,,
5.1,2,x86,nwwks.dll,5.50.0.0,5.1.2600.2736,\system32,,
5,2,x86,nwwks.dll,5.50.0.0,5.0.2195.7065,\system32,,
5.1,1,x86,umpnpmgr.dll,5.50.0.0,5.1.2600.1734,\system32,,
5.1,2,x86,umpnpmgr.dll,5.50.0.0,5.1.2600.2744,\system32,,
5,2,x86,umpnpmgr.dll,5.50.0.0,5.0.2195.7069,\system32,,
5.2,0,x86,cdosys.dll,5.50.0.0,6.5.6749.0,\system32,,
5.2,1,x86,cdosys.dll,5.50.0.0,6.5.6756.0,\system32,,
5.1,1,x86,cdosys.dll,5.50.0.0,6.1.1002.0,\system32,,
5.1,2,x86,cdosys.dll,5.50.0.0,6.2.4.0,\system32,,
5,2,x86,cdosys.dll,5.50.0.0,6.1.3940.42,\system32,,
5.2,0,x86,shell32.dll,5.50.0.0,6.0.3790.413,\system32,,
5.2,1,x86,shell32.dll,5.50.0.0,6.0.3790.2534,\system32,,
5.1,1,x86,shell32.dll,5.50.0.0,6.0.2800.1751,\system32,,
5.1,2,x86,shell32.dll,5.50.0.0,6.0.2900.2763,\system32,,
5,2,x86,shell32.dll,5.50.0.0,5.0.3900.7071,\system32,,
5.2,0,x86,quartz.dll,5.50.0.0,6.4.3790.399,\system32,,
5.2,1,x86,quartz.dll,6.5.3790.0,6.5.3790.2519,\system32,,
5.1,1,x86,quartz.dll,6.5.3790.0,6.4.2600.1738,\system32,,
5.1,2,x86,quartz.dll,6.5.2600.0,6.5.2600.2749,\system32,,
5,2,x86,quartz.dll,6.5.2600.0,6.1.9.732,\system32,,
5,2,x86,quartz.dll,6.3.0.0,6.3.1.889,\system32,,
5.1,2,x86,quartz.dll,6.5.1.0,6.5.1.907,\system32,,
5.2,2,x86,quartz.dll,6.5.1.0,6.5.1.907,\system32,,
5,2,x86,quartz.dll,6.5.1.0,6.5.1.907,\system32,,
5.2,0,x86,ole32.dll,6.5.1.0,5.2.3790.374,\system32,,
5.2,1,x86,ole32.dll,6.5.1.0,5.2.3790.2492,\system32,,
5.1,1,x86,ole32.dll,6.5.1.0,5.1.2600.1720,\system32,,
5.1,2,x86,ole32.dll,6.5.1.0,5.1.2600.2726,\system32,,
5,2,x86,ole32.dll,6.5.1.0,5.0.2195.7059,\system32,,
5.2,0,x86,Mshtml.dll,6.5.1.0,6.0.3790.418,\system32,,
5.2,1,x86,Mshtml.dll,6.5.1.0,6.0.3790.2541,\system32,,
5.1,2,x86,Mshtml.dll,6.5.1.0,6.0.2900.2769,\system32,,
5.1,1,x86,Mshtml.dll,6.5.1.0,6.0.2800.1522,\system32,,
5,1,x86,Mshtml.dll,6.0.0.0,6.0.2800.1522,\system32,,
5,1,x86,Mshtml.dll,6.0.0.0,5.0.3833.200,\system32,,
5.2,0,x86,gdi32.dll,6.0.0.0,5.2.3790.419,\system32,,
5.2,1,x86,gdi32.dll,6.0.0.0,5.2.3790.2542,\system32,,
5.1,1,x86,gdi32.dll,6.0.0.0,5.1.2600.1755,\system32,,
5.1,2,x86,gdi32.dll,6.0.0.0,5.1.2600.2770,\system32,,
5,2,x86,gdi32.dll,6.0.0.0,5.0.2195.7069,\system32,,
5.2,0,x86,Mshtml.dll,6.0.0.0,6.0.3790.449,\system32,,
5.2,1,x86,Mshtml.dll,6.0.0.0,6.0.3790.2577,\system32,,
5.1,1,x86,Mshtml.dll,6.0.0.0,6.0.2800.1528,\system32,,
5.1,2,x86,Mshtml.dll,6.0.0.0,6.0.2900.2802,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1528,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3835.2200,\system32,,
5,2,x86,Ntoskrnl.exe,6.0.0.0,5.0.2195.7071,\system32,,
5.2,0,x86,gdi32.dll,6.0.0.0,5.2.3790.462,\system32,,
5.2,1,x86,gdi32.dll,6.0.0.0,5.2.3790.2606,\system32,,
5.1,1,x86,gdi32.dll,6.0.0.0,5.1.2600.1789,\system32,,
5.1,2,x86,gdi32.dll,6.0.0.0,5.1.2600.2818,\system32,,
5,2,x86,gdi32.dll,6.0.0.0,5.0.2195.7073,\system32,,
5.2,0,x86,Fontsub.dll,6.0.0.0,5.2.3790.426,\system32,,
5.2,1,x86,Fontsub.dll,6.0.0.0,5.2.3790.2549,\system32,,
5.1,1,x86,Fontsub.dll,6.0.0.0,5.1.2600.1762,\system32,,
5.1,2,x86,Fontsub.dll,6.0.0.0,5.1.2600.2777,\system32,,
5,2,x86,Fontsub.dll,6.0.0.0,5.0.2195.7071,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3837.1200,\system32,,
5.2,0,x86,Wmp.dll,9.0.0.0,9.0.0.3344,\system32,,
5.1,1,x86,Wmp.dll,9.0.0.0,9.0.0.3344,\system32,,
5.1,1,x86,Wmpui.dll,8.0.0.0,8.0.0.4495,\system32,,
5.1,1,x86,Wmp.dll,10.0.0.0,10.0.0.4019,\system32,,
5,1,x86,Wmpui.dll,7.0.0.0,7.10.0.3077,\system32,,
5,1,x86,Wmp.dll,9.0.0.0,9.0.0.3344,\system32,,
5.2,0,x86,Tcpip.sys,9.0.0.0,5.2.3790.468,\system32\drivers,,
5.2,1,x86,Tcpip.sys,9.0.0.0,5.2.3790.2617,\system32\drivers,,
5.1,1,x86,Tcpip.sys,9.0.0.0,5.1.2600.1792,\system32\drivers,,
5.1,2,x86,Tcpip.sys,9.0.0.0,5.1.2600.2827,\system32\drivers,,
5.2,0,x86,Webclnt.dll,9.0.0.0,5.2.3790.453,\system32,,
5.2,1,x86,Webclnt.dll,9.0.0.0,5.2.3790.2591,\system32,,
5.1,2,x86,Webclnt.dll,9.0.0.0,5.1.2600.2821,\system32,,
5.1,1,x86,Webclnt.dll,9.0.0.0,5.1.2600.1790,\system32,,
5.2,0,x86,Imekr61.ime,9.0.0.0,6.1.3790.1,\system32,,
5.2,1,x86,Imekr61.ime,9.0.0.0,6.2.2551.0,\system32,,
5.1,1,x86,Imekr61.ime,9.0.0.0,6.1.2600.3,\system32,,
5.2,0,x86,Mshtml.dll,9.0.0.0,6.0.3790.497,\system32,,
5.2,1,x86,Mshtml.dll,9.0.0.0,6.0.3790.2666,\system32,,
5.1,1,x86,Mshtml.dll,9.0.0.0,6.0.2800.1543,\system32,,
5.1,2,x86,Mshtml.dll,9.0.0.0,6.0.2900.2873,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1543,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3839.2200,\system32,,
5.2,0,x86,msadco.dll,6.0.0.0,2.80.1062.0,\system32,,
5.2,1,x86,msadco.dll,6.0.0.0,2.82.2644.0,\system32,,
5.1,1,x86,msadco.dll,6.0.0.0,2.71.9053.0,\system32,,
5.1,2,x86,msadco.dll,6.0.0.0,2.81.1124.0,\system32,,
5,2,x86,msadco.dll,6.0.0.0,2.53.6306.0,\system32,,
5.2,0,x86,shell32.dll,6.0.0.0,6.0.3790.503,\system32,,
5.2,1,x86,shell32.dll,6.0.0.0,6.0.3790.2662,\system32,,
5.1,1,x86,shell32.dll,6.0.0.0,6.0.2800.1816,\system32,,
5.1,2,x86,shell32.dll,6.0.0.0,6.0.2900.2869,\system32,,
5,2,x86,shell32.dll,6.0.0.0,5.0.3900.7078,\system32,,
5.2,0,x86,msoe.dll,6.0.0.0,6.0.3790.504,\system32,,
5.2,1,x86,msoe.dll,6.0.0.0,6.0.3790.2663,\system32,,
5.1,1,x86,msoe.dll,6.0.0.0,6.0.2800.1807,\system32,,
5.1,2,x86,msoe.dll,6.0.0.0,6.0.2900.2869,\system32,,
5,2,x86,msoe.dll,6.0.0.0,6.0.2800.1807,\system32,,
5,2,x86,msoe.dll,6.0.0.0,5.50.4963.1700,\system32,,
5.2,0,x86,Msdtctm.dll,6.0.0.0,2001.12.4720.480,\system32,,
5.1,1,x86,Msdtctm.dll,6.0.0.0,2001.12.4414.65,\system32,,
5.1,2,x86,Msdtctm.dll,6.0.0.0,2001.12.4414.311,\system32,,
5,2,x86,Msdtctm.dll,6.0.0.0,2000.2.3535.0,\system32,,
5.2,0,x86,Mshtml.dll,6.0.0.0,6.0.3790.536,\system32,,
5.2,1,x86,Mshtml.dll,6.0.0.0,6.0.3790.2706,\system32,,
5.1,1,x86,Mshtml.dll,6.0.0.0,6.0.2800.1555,\system32,,
5.1,2,x86,Mshtml.dll,6.0.0.0,6.0.2900.2912,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1555,\system32,,
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3841.1900,\system32,,
5.2,2,x86,Jgdw400.dll,6.0.0.0,106.0.0.0,\system32,,
5.2,2,x64,Wjgdw400.dll,6.0.0.0,106.0.0.0,\system32,,
5.1,2,x64,Jgdw400.dll,6.0.0.0,106.0.0.0,\system32,,
5,2,x64,Jgdw400.dll,6.0.0.0,106.0.0.0,\system32,,
5.2,0,x64,Jscript.dll,6.0.0.0,5.6.0.8831,\system32,,
5.2,1,x64,Jscript.dll,6.0.0.0,5.6.0.8831,\system32,,
5.1,1,x64,Jscript.dll,6.0.0.0,5.6.0.8831,\system32,,
5.1,2,x64,Jscript.dll,6.0.0.0,5.6.0.8831,\system32,,
5,2,x64,Jscript.dll,5.6.0.0,5.6.0.8831,\system32,,
5,2,x64,Jscript.dll,5.6.0.0,5.1.0.12512,\system32,,
5.2,0,x64,Wmp.dll,9.0.0.0,9.0.0.3349,\system32,,
5.2,0,x86,Wmp.dll,10.0.0.0,10.0.0.3704,\system32,,
5.2,0,x64,Wwmp.dll,10.0.0.0,10.0.0.3704,\system32,,
5.1,0,x64,Wmp.dll,9.0.0.0,9.0.0.3349,\system32,,
5.1,1,x64,Wmpui.dll,8.0.0.0,8.0.0.4496,\system32,,
5.1,1,x64,Wmp.dll,10.0.0.0,10.0.0.4036,\system32,,
5,1,x64,Wmpui.dll,7.0.0.0,7.10.0.3078,\system32,,
5,1,x64,Wmp.dll,9.0.0.0,9.0.0.3349,\system32,,
5.2,0,x64,Rasmans.dll,9.0.0.0,5.2.3790.529,\system32,,
5.2,1,x64,Rasmans.dll,9.0.0.0,5.2.3790.2697,\system32,,
5.1,1,x64,Rasmans.dll,9.0.0.0,5.1.2600.1842,\system32,,
5.1,2,x64,Rasmans.dll,9.0.0.0,5.1.2600.2908,\system32,,
5,2,x64,Rasmans.dll,9.0.0.0,5.0.2195.7093,\system32,,
5.2,0,x64,Mrxsmb.sys,9.0.0.0,5.2.3790.529,\system32\drivers,,
5.2,1,x64,Mrxsmb.sys,9.0.0.0,5.2.3790.2697,\system32\drivers,,
5.1,1,x64,Mrxsmb.sys,9.0.0.0,5.1.2600.1836,\system32\drivers,,
5.1,2,x64,Mrxsmb.sys,9.0.0.0,5.1.2600.2902,\system32\drivers,,
5,2,x64,Mrxsmb.sys,9.0.0.0,5.0.2195.7097,\system32\drivers,,
5,2,x64,Rpcrt4.dll,9.0.0.0,5.0.2195.7085,\system32,,
5.2,0,x64,Tcpip.sys,9.0.0.0,5.2.3790.537,\system32\drivers,,
5.2,1,x64,Tcpip.sys,9.0.0.0,5.2.3790.2709,\system32\drivers,,
5.1,1,x64,Tcpip.sys,9.0.0.0,5.1.2600.1831,\system32\drivers,,
5.1,2,x64,Tcpip.sys,9.0.0.0,5.1.2600.2892,\system32\drivers,,
5,2,x64,Tcpip.sys,9.0.0.0,5.0.2195.7087,\system32\drivers,,
5,2,x64,Aspnet_filter.exe,2.0.0.0,2.0.50727.101,\Microsoft.Net\Framework\v2.0.50727,,
5.2,1,x64,asp.dll,2.0.0.0,6.0.3790.2684,\system32\inetsrv,,
5.2,0,x64,asp.dll,2.0.0.0,6.0.3790.520,\system32\inetsrv,,
5.1,2,x64,asp.dll,2.0.0.0,5.1.2600.2889,\system32\inetsrv,,
5.1,1,x64,asp.dll,2.0.0.0,5.1.2600.1829,\system32\inetsrv,,
5,1,x64,asp.dll,2.0.0.0,5.0.2195.7084,\system32\inetsrv,,
5.2,0,x64,Srv.sys,2.0.0.0,5.2.3790.526,\system32\drivers,,
5.2,1,x64,Srv.sys,2.0.0.0,5.2.3790.2691,\system32\drivers,,
5.1,1,x64,Srv.sys,2.0.0.0,5.1.2600.1832,\system32\drivers,,
5.1,2,x64,Srv.sys,2.0.0.0,5.1.2600.2893,\system32\drivers,,
5,2,x64,Srv.sys,2.0.0.0,5.0.2195.7087,\system32\drivers,,
5.2,0,x64,Dhcpcsvc.dll,2.0.0.0,5.2.3790.536,\system32,,
5.2,1,x64,Dhcpcsvc.dll,2.0.0.0,5.2.3790.2706,\system32,,
5.1,1,x64,Dhcpcsvc.dll,2.0.0.0,5.1.2600.1847,\system32,,
5.1,2,x64,Dhcpcsvc.dll,2.0.0.0,5.1.2600.2912,\system32,,
5,2,x64,Dhcpcsvc.dll,2.0.0.0,5.0.2195.7085,\system32,,
5.2,0,x64,Netapi32.dll,2.0.0.0,5.2.3790.559,\system32,,
5.2,1,x64,Netapi32.dll,2.0.0.0,5.2.3790.2769,\system32,,
5.1,1,x64,Netapi32.dll,2.0.0.0,5.1.2600.1874,\system32,,
5.1,2,x64,Netapi32.dll,2.0.0.0,5.1.2600.2952,\system32,,
5,2,x64,Netapi32.dll,2.0.0.0,5.0.2195.7105,\system32,,
5.2,0,x64,Dnsapi.dll,2.0.0.0,5.2.3790.558,\system32,,
5.2,1,x64,Dnsapi.dll,2.0.0.0,5.2.3790.2745,\system32,,
5.1,1,x64,Dnsapi.dll,2.0.0.0,5.1.2600.1863,\system32,,
5.1,2,x64,Dnsapi.dll,2.0.0.0,5.1.2600.2938,\system32,,
5,2,x64,Dnsapi.dll,2.0.0.0,5.0.2195.7100,\system32,,
5.2,0,x64,Rasadhlp.dll,2.0.0.0,5.2.3790.558,\system32,,
5.2,1,x64,Rasadhlp.dll,2.0.0.0,5.2.3790.2745,\system32,,
5.1,1,x64,Rasadhlp.dll,2.0.0.0,5.1.2600.1863,\system32,,
5.1,2,x64,Rasadhlp.dll,2.0.0.0,5.1.2600.2938,\system32,,
5,2,x64,Rasadhlp.dll,2.0.0.0,5.0.2195.7098,\system32,,
5.2,0,x64,Urlmon.dll,2.0.0.0,6.0.3790.566,\system32,,
5.2,1,x64,Mshtml.dll,2.0.0.0,6.0.3790.2759,\system32,,
5.1,1,x64,Urlmon.dll,2.0.0.0,6.0.2800.1572,\system32,,
5.1,2,x64,Mshtml.dll,2.0.0.0,6.0.2900.2963,\system32,,
5,2,x64,Urlmon.dll,6.0.0.0,6.0.2800.1572,\system32,,
5,2,x64,Urlmon.dll,6.0.0.0,5.0.3844.3000,\system32,,
5.2,1,x64,Inetcomm.dll,6.0.0.0,6.0.3790.2757,\system32,,
5.1,2,x64,Inetcomm.dll,6.0.0.0,6.0.2900.2962,\system32,,
5,2,x64,Mmcndmgr.dll,6.0.0.0,5.0.2195.7102,\system32,,
5.2,0,x64,Shell32.dll,6.0.0.0,6.0.3790.559,\system32,,
5.2,1,x64,Shell32.dll,6.0.0.0,6.0.3790.2746,\system32,,
5.1,1,x64,Shell32.dll,6.0.0.0,6.0.2800.1873,\system32,,
5.1,2,x64,Shell32.dll,6.0.0.0,6.0.2900.2951,\system32,,
5,2,x64,Shell32.dll,6.0.0.0,5.0.3900.7105,\system32,,
5.2,0,x64,Hhctrl.ocx,6.0.0.0,5.2.3790.558,\system32,,
5.2,1,x64,Hhctrl.ocx,6.0.0.0,5.2.3790.2744,\system32,,
5.1,1,x64,Hhctrl.ocx,6.0.0.0,5.2.3790.558,\system32,,
5.1,2,x64,Hhctrl.ocx,6.0.0.0,5.2.3790.2744,\system32,,
5,2,x64,Hhctrl.ocx,6.0.0.0,5.2.3790.558,\system32,,
5,2,x64,Ntkrnlpa.exe,6.0.0.0,5.0.2195.7111,\system32,,
5.2,0,x64,Hlink.dll,6.0.0.0,5.2.3790.560,\system32,,
5.2,1,x64,Hlink.dll,6.0.0.0,5.2.3790.2748,\system32,,
5.1,1,x64,Hlink.dll,6.0.0.0,5.2.3790.2748,\system32,,
5,1,x64,Hlink.dll,6.0.0.0,5.2.3790.2748,\system32,,
5.2,0,x64,Kernel32.dll,6.0.0.0,5.2.3790.556,\system32,,
5.2,1,x64,Kernel32.dll,6.0.0.0,5.2.3790.2756,\system32,,
5.1,1,x64,Kernel32.dll,6.0.0.0,5.1.2600.1869,\system32,,
5.1,2,x64,Kernel32.dll,6.0.0.0,5.1.2600.2945,\system32,,
5,2,x64,Kernel32.dll,6.0.0.0,5.0.2195.7099,\system32,,
5.1,1,x64,Rmcast.sys,6.0.0.0,5.1.2600.1873,\system32\drivers,,
5.1,2,x64,Rmcast.sys,6.0.0.0,5.1.2600.2951,\system32\drivers,,
5.2,0,x64,Query.dll,6.0.0.0,5.2.3790.552,\system32,,
5.2,1,x64,Query.dll,6.0.0.0,5.2.3790.2734,\system32,,
5.1,1,x64,Query.dll,6.0.0.0,5.1.2600.1860,\system32,,
5.1,2,x64,Query.dll,6.0.0.0,5.1.2600.2935,\system32,,
5,2,x64,Query.dll,6.0.0.0,5.0.2195.7100,\system32,,
5.2,0,x64,Vgx.dll,6.0.0.0,6.0.3790.593,\MicrosoftShared\VGX,,
5.2,1,x64,Vgx.dll,6.0.0.0,6.0.3790.2794,\MicrosoftShared\VGX,,
5.1,1,x64,Vgx.dll,6.0.0.0,6.0.2800.1580,\MicrosoftShared\VGX,,
5.1,2,x64,Vgx.dll,6.0.0.0,6.0.2900.2997,\MicrosoftShared\VGX,,
5,2,x64,Vgx.dll,6.0.0.0,6.0.2800.1580,\MicrosoftShared\VGX,,
5,2,x64,Vgx.dll,6.0.0.0,5.0.3845.1800,\MicrosoftShared\VGX,,
5,2,x64,Aspnet_wp.exe,2.0.0.0,2.0.50727.210,\Microsoft.Net\Framework\v2.0.50727,,
5.2,0,x64,Comctl32.dll,2.0.0.0,5.82.3790.583,\system32,,
5.2,1,x64,Comctl32.dll,2.0.0.0,5.82.3790.2778,\system32,,
5.1,1,x64,Comctl32.dll,2.0.0.0,5.82.2800.1891,\system32,,
5.1,2,x64,Comctl32.dll,2.0.0.0,5.82.2900.2982,\system32,,
5,2,x64,Comctl32.dll,5.81.4900.0,5.81.4968.2500,\system32,,
5,2,x64,Comctl32.dll,5.81.4900.0,5.81.3900.7109,\system32,,
5.2,0,x64,Srv.sys,5.81.4900.0,5.2.3790.588,\system32\drivers,,
5.2,1,x64,Srv.sys,5.81.4900.0,5.2.3790.2783,\system32\drivers,,
5.1,1,x64,Srv.sys,5.81.4900.0,5.1.2600.1885,\system32\drivers,,
5.1,2,x64,Srv.sys,5.81.4900.0,5.1.2600.2974,\system32\drivers,,
5,2,x64,Srv.sys,5.81.4900.0,5.0.2195.7106,\system32\drivers,,
5.2,0,x64,Tcpip6.sys,5.81.4900.0,5.2.3790.576,\system32\drivers,,
5.2,1,x64,Tcpip6.sys,5.81.4900.0,5.2.3790.2771,\system32\drivers,,
5.1,1,x64,Tcpip6.sys,5.81.4900.0,5.1.2600.1886,\system32\drivers,,
5.1,2,x64,Tcpip6.sys,5.81.4900.0,5.1.2600.2975,\system32\drivers,,
5.2,0,x64,Shdocvw.dll,5.81.4900.0,6.0.3790.588,\system32,,
5.2,1,x64,Shdocvw.dll,5.81.4900.0,6.0.3790.2783,\system32,,
5.1,1,x64,Shdocvw.dll,5.81.4900.0,6.0.2800.1892,\system32,,
5.1,2,x64,Shdocvw.dll,5.81.4900.0,6.0.2900.2987,\system32,,
5.2,0,x86,nwrdr.sys,5.81.4900.0,5.2.3790.588,\system32\drivers,,
5.2,1,x86,nwrdr.sys,5.81.4900.0,5.2.3790.2783,\system32\drivers,,
5.1,2,x86,nwrdr.sys,5.81.4900.0,5.1.2600.3015,\system32\drivers,,
5,2,x86,nwrdr.sys,5.81.4900.0,5.0.2195.7110,\system32\drivers,,
5.2,0,x86,Mshtml.dll,5.81.4900.0,6.0.3790.594,\system32,,
5.2,1,x86,Mshtml.dll,5.81.4900.0,6.0.3790.2795,\system32,,
5.1,2,x86,Mshtml.dll,5.81.4900.0,6.0.2900.2995,\system32,,
